isbn,e-isbn,title,auth-first,auth-last,trnsl-first,trnsl-last,publisher,genre,price,pubdate mo,pubdate yr,language,country,addl auth,addl trnsl,auth gender,trnsl gend
9.78023E+12,,Frontier Within: Essays by Abe Kobo,Kobo,Abe,Richard,Calichman,Columbia University Press,Nonfiction,40,Jun,2013,Japanese,Japan,,,,
9.78162E+12,,"Farewell, Grandpa Elephant: What Happens When a Loved One Dies?",Isabel,Abedi,Erik Nelson,Werner,Skyhorse,Children's,16.95,May,2012,German,Germany,,,,
9.78193E+12,,High Tide,Inga,Abele,Kaija,Straumanis,Open Letter,Fiction,15.95,Sep,2013,Latvian,Latvia,,,Female,Female
9.78158E+12,,"Game for Swallows: To Die, to Leave, to Return",Zeina,Abirached,Edward,Gauvin,Graphic Universe,Children's,9.95,Sep,2012,French,Lebanon,,,,
9.78147E+12,,I Remember Beirut,Zeina,Abirached,Edward,Gauvin,Graphic Universe,Children's,9.95,Oct,2014,French,Lebanon,,,,
9.78086E+12,,"Fly Away, Pigeon",Melinda Nadj,Abonji,Tess,Lewis,Seagull Books,Fiction,27.5,Nov,2014,German,Switzerland,,,Female,Female
9.78191E+12,,Akissi: Feline Invasion,Marguerite,Abouet,??,??,Flying Eye,Children's,14.95,Jul,2013,French,France,,,,
9.78098E+12,,And the Hippies Came,Manuel,Abreu Adorno,Rafael Franco,Steeves,7Vientos,Fiction,18.95,Jun,2013,Spanish,Puerto Rico,,,Male,Male
9.78977E+12,,All the Battles,Maan,Abu Taleb,Robin,Moger,American University at Cairo,Fiction,17.95,Sep,2017,Arabic,Jordan,,,Male,Male
9.78999E+12,,Arch and the Butterfly,Mohammed,Achaari,Aida,Bamia,Bloomsbury,Fiction,19.99,Jan,2015,Arabic,Morocco,,,Male,Female
9.78052E+12,,The People Want: A Radical Exploration of the Arab Uprising,Gilbert,Achcar,G. M.,Goshgarian,University of California Press,Nonfiction,65,Sep,2013,French,France,,,,
9.78075E+12,,Femen,Galia,Ackerman,Andrew,Brown,Polity Books,Nonfiction,16.95,Jul,2014,Russian,Ukraine,Femen ;,,,
9.78162E+12,,Pig's Foot,Carlos,Acosta,Frank,Wynne,Bloomsbury,Fiction,26,Jan,2014,Spanish,Cuba,,,Male,Male
9.7819E+12,,Cliffs,Olivier,Adam,Sue,Rose,Pushkin Press,Fiction,14.95,Jan,2008,French,France,,,Male,Female
9.78098E+12,,Laundry,Suzane,Adam,Becka Mara,McKay,Autumn Hill,Fiction,16.95,Apr,2008,Hebrew,Romania,,,Female,Female
9.78156E+12,,Encounter,Gabriela,Adamesteanu,Alistair Ian,Blyth,Dalkey Archive,Fiction,17,Apr,2016,Romanian,Romania,,,Female,Male
9.78081E+12,,Wasted Morning,Gabriela,Adamesteanu,Patrick,Camiller,Northwestern University Press,Fiction,27.95,Aug,2011,Romanian,Romania,,,Female,Male
9.78949E+12,,Khatyn,Ales,Adamovich,Glenys,Kozlov,Glagoslav Publications,Fiction,21.5,May,2012,Russian,Belarus,,Frances Longman Sharon McKee;,Male,Female
9.78089E+12,,My Voice Seeks You,Annalisa,Addolorato,Maria,Bennett,Cross-Cultural Communications,Poetry,20,Sep,2013,Italian,Italy,,,Female,Female
9.7814E+12,,Journey,H. G.,Adler,Peter,Filkins,Random House,Fiction,26,Nov,2008,German,Germany,,,Male,Male
9.7814E+12,,Panorama,H. G.,Adler,Peter,Filkins,Random House,Fiction,26,Jan,2011,German,Germany,,,Male,Male
9.78081E+12,,Wall,H. G.,Adler,Peter,Filkins,Random House,Fiction,30,Dec,2014,German,Germany,,,Male,Male
9.78162E+12,,Dark Lady,Irene,Adler,Chris,Turner,Capstone,Children's,12.95,Feb,2014,Italian,Italy,,,,
9.78053E+12,,Absent One,Jussi,Adler-Olsen,K.E.,Semmel,Dutton,Fiction,26.95,Aug,2012,Danish,Denmark,,,Male,Male
9.78053E+12,,Alphabet House,Jussi,Adler-Olsen,Steve,Schein,Dutton,Fiction,27.95,Feb,2015,Danish,Denmark,,,Male,Male
9.78053E+12,,Conspiracy of Faith,Jussi,Adler-Olsen,Martin,Aitkin,Dutton,Fiction,26.95,May,2013,Danish,Denmark,,,Male,Male
9.78053E+12,,Hanging Girl,Jussi,Adler-Olsen,William,Frost,Dutton,Fiction,28,Sep,2015,Danish,Denmark,,,Male,Male
9.78053E+12,,Keeper of Lost Causes,Jussi,Adler-Olsen,Tiina,Nunnally,Dutton,Fiction,25.95,Aug,2011,Danish,Denmark,,,Male,Female
9.78053E+12,,Marco Effect,Jussi,Adler-Olsen,Martin,Aitken,Dutton,Fiction,27.95,Sep,2014,Danish,Denmark,,,Male,Male
9.78053E+12,,Purity of Vengeance,Jussi,Adler-Olsen,Martin,Aitkin,Dutton,Fiction,26.95,Dec,2013,Danish,Denmark,,,Male,Male
9.78053E+12,,Scarred Woman,Jussi,Adler-Olsen,William,Frost,Dutton,Fiction,28,Sep,2017,Danish,Denmark,,,Male,Male
9.78161E+12,,Brummstein,Peter,Adolphsen,Charlotte,Barslund,AmazonCrossing,Fiction,8.95,Jul,2011,Danish,Denmark,,,Male,Female
9.7816E+12,,Machine,Peter,Adolphsen,Charlotte,Barslund,MacAdam Cage,Fiction,15,Apr,2008,Danish,Denmark,,,Male,Female
9.7803E+12,,Concerto Al-Quds,,Adonis,Khaled,Mattawa,Yale University Press,Poetry,25,Nov,2017,Arabic,Syria,,,Male,Male
9.78193E+12,,Mihyar of Damascus,,Adonis,Adan,Haydar,BOA Editions,Poetry,16,Jul,2008,Arabic,Syria,,,Male,Male
9.7808E+12,,Highest Poverty: Monastic Rules and Form-of-Life,Giorgio,Agamben,Adam,Kotsko,Stanford University Press,Nonfiction,11.4,May,2013,Italian,Italy,,,,
9.78086E+12,,Taste,Giorgio,Agamben,Cooper,Francis,Seagull Books,Nonfiction,20,Sep,2017,Italian,Italy,,,Male,Male
9.78158E+12,,Summer's End,Adalet,Agaoglu,Figen,Bingul,Talisman House,Fiction,18.95,Mar,2008,Turkish,Turkey,,various various;,Female,Female
9.78938E+12,,Seventeen,Anita,Agnihotri,Arunava,Sinha,Zubaan,Fiction,19,Jul,2016,Bengali,India,,,Female,Male
9.78159E+12,,To This Day,S. Y.,Agnon,Hillel,Halkin,Toby Press,Fiction,24.95,Apr,2008,Hebrew,Israel,,,Male,Male
9.78023E+12,,Gusto for Things: A History of Objects in Seventeenth-Century Rome,Renata,Ago,Bradford,Bouley,University of Chicago,Nonfiction,55,Apr,2013,Italian,Italy,,Corey Tazzara;,,
9.78194E+12,,Harbors of Light,Marjorie,Agosin,E. M.,O'Connor,White Pine,Poetry,16,Sep,2016,Spanish,Chile,,,Female,Female
9.78142E+12,,I Lived on Butterfly Hill,Marjorie,Agosin,E.M.,O'Connor,Simon &amp; Schuster,Children's,16.99,Mar,2014,Spanish,Chile,,,,
9.78097E+12,,Light of Desire,Marjorie,Agosin,Lori Marie,Carlson,Swan Isle Press,Poetry,28,Jan,2010,Spanish,Chile,,,Female,Female
9.78098E+12,,White Islands,Marjorie,Agosin,Jacqueline,Nanfito,Swan Isle Press,Poetry,20,Aug,2016,Spanish,Chile,,,Female,Female
9.78193E+12,,Chinese Notebook,Demosthenes,Agrafiotis,John,Sakkis,Ugly Duckling,Poetry,17,Oct,2010,Greek,Greece,,Angelos Sakkis;,Male,Male
9.78094E+12,,Maribor,Demosthenes,Agrafiotis,John,Sakkis,Post-Apollo Press,Poetry,15,Feb,2010,Greek,Greece,,Angelos Sakkis;,Male,Male
9.78161E+12,,"now, 1/3 &amp; thepoem",Demosthenes,Agrafiotis,John,Sakkis,BlazeVOX,Poetry,16,May,2012,Greek,Greece,,Angelos Sakkis;,Male,Male
9.78092E+12,,Poems of Vkram Babu,Jesus,Aguado,Electa,Arenal,Host Publications,Poetry,12,Jan,2009,Spanish,Spain,Beatrix Gates;,,Male,Female
9.78142E+12,,Book of Chameleons,Jose Eduardo,Agualusa,Daniel,Hahn,Simon &amp; Schuster,Fiction,12,Jun,2008,Portuguese,Angola,,,Male,Male
9.78091E+12,,General Theory of Oblivion,Jose Eduardo,Agualusa,Daniel,Hahn,Archipelago,Fiction,18,Dec,2015,Portuguese,Angola,,,Male,Male
9.78193E+12,,Field Guide,Dario Jaramillo,Agudelo,Don,Share,Marick Press,Poetry,14.95,Oct,2012,Spanish,Colombia,,,Male,Male
9.78194E+12,,"Day In, Day Out",Hector,Aguilar Camin,Chandler,Thompson,Schaffner Press,Fiction,14.95,Nov,2017,Spanish,Mexico,,,Male,Male
9.78194E+12,,Death in Veracruz,Hector,Aguilar Camin,Chandler,Thompson,Schaffner Press,Fiction,16.95,Oct,2015,Spanish,Mexico,,,Male,Male
9.78144E+12,,Edible Structures: The Basic Science of What We Eat,Jose Miguel,Aguilera,Marian,Blazes,CRC Press,Nonfiction,39.95,Oct,2012,Spanish,Chile,,,,
9.7815E+12,,Against the Inquisition,Marcos,Aguinis,Carolina,De Robertis,AmazonCrossing,Fiction,14.95,Jul,2018,Spanish,Argentina,,,Male,Female
9.78161E+12,,From the Land of the Moon,Milena,Agus,Ann,Goldstein,Europa Editions,Fiction,15,Jan,2011,Italian,Italy,,,Female,Female
9.7802E+12,,Penitence of Nashooh and The Story of Nazir Ahmad,Nazir,Ahmad,Mirza,Farhatullah,Oxford University Press,Fiction,24,Jan,2008,Urdu,Pakistan,,,Male,Male
9.78125E+12,,Ninth Grave,Stefan,Ahnhem,Paul,Norlen,Minotaur,Fiction,28.99,Dec,2017,Swedish,Sweden,,,Male,Male
9.78125E+12,,Victim without a Face,Stefan,Ahnhem,Rachel,Willson-Broyles,Minotaur,Fiction,27.99,Sep,2016,Swedish,Sweden,,,Male,Female
9.7815E+12,,All In,Simona,Ahrnstedt,Tara,Chace,Kensington,Fiction,25,Jul,2016,Swedish,Sweden,,,Female,Female
9.7815E+12,,Falling,Simona,Ahrnstedt,Alice,Menzies,Kensington,Fiction,15,Aug,2017,Swedish,Sweden,,,Female,Female
9.78086E+12,,Bad Words,Ilse,Aichinger,Uljana,Wolf,Seagull Books,Fiction,24.5,Feb,2018,German,Austria,,Christian Hawkey;,Female,Both
9.78148E+12,,Woman of the Dead,Bernhard,Aichner,Anthea,Bell,Scribner,Fiction,25,Aug,2015,German,Austria,,,Male,Female
9.78193E+12,,Baboon,Naja Marie,Aidt,Denise,Newman,Two Lines Press,Fiction,12.95,Oct,2014,Danish,Denmark,,,Female,Female
9.78194E+12,,"Rock, Paper, Scissors",Naja Marie,Aidt,K. E.,Semmel,Open Letter,Fiction,16.95,Aug,2015,Danish,Denmark,,,Female,Male
9.78082E+12,,Three Science Fiction Novellas,J.-H. Rosny,Aine,Daniele,Chatelain,Wesleyan University Press,Fiction,35,Jan,2011,French,Belgium,George Slusser;,,Male,Both
9.7815E+12,,Room 702,Paloma,Ainsa,Kit,Maude,AmazonCrossing,Fiction,14.95,Aug,2015,Spanish,Spain,,,Female,Male
9.78081E+12,,Conversations,Cesar,Aira,Katherine,Silver,New Directions,Fiction,13.95,Jun,2014,Spanish,Argentina,,,Male,Female
9.78081E+12,,Dinner,Cesar,Aira,Katherine,Silver,New Directions,Fiction,13.95,Oct,2015,Spanish,Argentina,,,Male,Female
9.78081E+12,,"Ema, the Captive",Cesar,Aira,Chris,Andrews,New Directions,Fiction,13.95,Dec,2016,Spanish,Argentina,,,Male,Male
9.78081E+12,,Ghosts,Cesar,Aira,Chris,Andrews,New Directions,Fiction,12.95,Feb,2009,Spanish,Argentina,,,Male,Male
9.78081E+12,,Linden Tree,Cesar,Aira,Chris,Andrews,New Directions,Fiction,13.95,Apr,2018,Spanish,Argentina,,,Male,Male
9.78081E+12,,Literary Conference,Cesar,Aira,Katherine,Silver,New Directions,Fiction,10,May,2010,Spanish,Argentina,,,Male,Female
9.78081E+12,,Little Buddhist Monk &amp; The Proof,Cesar,Aira,Nick,Caistor,New Directions,Fiction,15.95,May,2017,Spanish,Argentina,,,Male,Male
9.78081E+12,,Miracle Cures of Dr. Aira,Cesar,Aira,Katherine,Silver,New Directions,Fiction,14.95,Oct,2012,Spanish,Argentina,,,Male,Female
9.78081E+12,,Musical Brain and Other Stories,Cesar,Aira,Chris,Andrews,New Directions,Fiction,22.95,Mar,2015,Spanish,Argentina,,,Male,Male
9.78081E+12,,Seamstress and the Wind,Cesar,Aira,Rosalie,Knecht,New Directions,Fiction,12.95,Jun,2011,Spanish,Argentina,,,Male,Female
9.78081E+12,,Shantytown,Cesar,Aira,Chris,Andrews,New Directions,Fiction,13.95,Nov,2013,Spanish,Argentina,,,Male,Male
9.78081E+12,,Varamo,Cesar,Aira,Katharine,Silver,New Directions,Fiction,12.95,Feb,2012,Spanish,Argentina,,,Male,Female
9.78603E+12,,"Jazz, Perfume and the Incident",Seno Gumira,Ajidarma,Gregory,Harris,Lontar,Fiction,18,Jan,2013,Indonesian,Indonesia,,,Male,Male
9.78156E+12,,Empty Streets,Michal,Ajvaz,Andrew,Oakland,Dalkey Archive,Fiction,19.95,Mar,2016,Czech,Czech Republic,,,Male,Male
9.78156E+12,,Golden Age,Michal,Ajvaz,Andrew,Oakland,Dalkey Archive,Fiction,14.95,Apr,2010,Czech,Czech Republic,,,Male,Male
9.78156E+12,,Other City,Michal,Ajvaz,Gerald,Turner,Dalkey Archive,Fiction,13.95,Jun,2009,Czech,Czech Republic,,,Male,Male
9.78155E+12,,That Night's Train,Ahmad,Akbarpour,Majid,Saghafi,Groundwood,Children's,14.95,Oct,2012,Persian,Iran,,,,
9.78163E+12,,Vano and Niko,Erlom,Akhvlediani,Mikheil,Kakabadze,Dalkey Archive,Fiction,15.95,Feb,2015,Georgian,Georgia,,,Male,Male
9.78158E+12,,What Have You Carried Over?,Gulten,Akin,various,various,Talisman House,Poetry,17.95,Jan,2014,Turkish,Turkey,,,Female,Both
9.78081E+12,,Sister Pelagia and the Black Monk,Boris,Akunin,Andrew,Bromfield,Random House,Fiction,14,May,2008,Russian,Russia,,,Male,Male
9.78081E+12,,Sister Pelagia and the Red Cockerel,Boris,Akunin,Andrew,Bromfield,Random House,Fiction,14,Aug,2009,Russian,Russia,,,Male,Male
9.78081E+12,,Special Assignments,Boris,Akunin,Andrew,Bromfield,Random House,Fiction,14,Feb,2008,Russian,Russia,,,Male,Male
9.7808E+12,,State Counsellor,Boris,Akunin,Andrew,Bromfield,Mysterious Press,Fiction,25,Jul,2017,Russian,Russia,,,Male,Male
9.78977E+12,,"Earth Weeps, Saturn Laughs",Abdulaziz,al Farsi,Nancy,Roberts,American University at Cairo,Fiction,17.95,Feb,2013,Arabic,Oman,,,Male,Female
9.78186E+12,,Land without Jasmine,Wajdi,al-Ahdal,William Maynard,Hutchins,Garnet Publishing,Fiction,12.95,Sep,2012,Arabic,Yemen,,,Male,Male
9.78977E+12,,Judgment Day,Rasha,al-Ameer,Jonathan,Wright,American University at Cairo,Fiction,24.95,Jan,2012,Arabic,Lebanon,,,Female,Male
9.78977E+12,,Life on Hold,Fahd,al-Atiq,Jonathan,Wright,American University at Cairo,Fiction,15.95,Sep,2012,Arabic,Saudi Arabia,,,Male,Male
9.78977E+12,,Traveler and the Innkeeper,Fadhil,al-Azzawi,William,Hutchins,American University at Cairo,Fiction,15.95,Apr,2011,Arabic,Iraq,,,Male,Male
9.78029E+12,,Who's Afraid of Meryl Streep?,Rashid,al-Daif,Paula,Haydar,University of Texas,Fiction,19.95,Oct,2014,Arabic,Lebanon,,Nadine Sinno;,Male,Female
9.78163E+12,,Israeli Republic: An Iranian Revolutionary's Journey to the Jewish State,Jalal,Al-E Ahmad,Samuel,Thrope,Restless Books,Nonfiction,14.99,Jan,2017,Persian,Iran,Simin Daneshvar Bernard Avishai;,,Male,Male
9.78977E+12,,Book of Epiphanies,Gamal,al-Ghitani,Farouk,Wahab,American University at Cairo,Fiction,17.95,Sep,2012,Arabic,Egypt,,,Male,Male
9.78999E+12,,Traces,Gamal,Al-Ghitani,Nadar,Uthman,Bloomsbury Qatar,Fiction,19.99,Nov,2015,Arabic,Egypt,,,Male,Male
9.78188E+12,,Hagar Before the Occupation/Hagar After the Occupation,Amal,al-Jubouri,Rebecca Gayle,Howell,Alice James Books,Poetry,17.5,Nov,2011,Arabic,Iraq,,Husam Qaisi;,Female,Both
9.78029E+12,,"New Waw, Saharan Oasis",Ibrahim,Al-Koni,William,Hutchins,University of Texas,Fiction,21.95,Jan,2014,Arabic,Libya,,,Male,Male
9.78029E+12,,Puppet,Ibrahim,Al-Koni,William,Hutchins,University of Texas,Fiction,16,Nov,2010,Arabic,Libya,,,Male,Male
9.78148E+12,,Scarecrow,Ibrahim,Al-Koni,William,Hutchins,University of Texas,Fiction,21.95,Aug,2015,Arabic,Western Sahara,,,Male,Male
9.78082E+12,,Sleepless Eye,Ibrahim,al-Koni,Roger,Allen,Syracuse University Press,Poetry,14.95,Mar,2014,Arabic,Libya,,,Male,Male
9.78081E+12,,"Epistle of Forgiveness, Volume Two",Abu l-'Ala',al-Ma'arri,Geert Jan,Van Gelder,New York University Press,Fiction,35,Mar,2014,Arabic,Syria,,,Male,Male
9.78185E+12,,Lady from Tel Aviv,Raba'i,al-Madhoun,Elliott,Colla,Telegram,Fiction,14.95,May,2014,Arabic,Palestine,,,Male,Male
9.78999E+12,,Corsair,Abdulaziz,Al-Mahmoud,Amira,Noweira,Bloomsbury,Fiction,10,Feb,2013,Arabic,Qatar,,,Male,Female
9.78977E+12,,Muniras Bottle,Yousef,al-Mohaimeed,Anthony,Calderbank,American University at Cairo,Fiction,16.95,May,2010,Arabic,Saudi Arabia,,,Male,Male
9.78999E+12,,Where Pigeons Don't Fly,Yousef,Al-Mohaimeed,Robin,Moger,Bloomsbury,Fiction,12.95,Jul,2015,Arabic,Saudi Arabia,,,Male,Male
9.78148E+12,,"What 'Isa ibn Hisham Told Us, or, A Period of Time: Volume One",Muhammad,al-Muwaylihi,Roger,Allen,Library of Arabic Literature,Fiction,40,Jul,2015,Arabic,Egypt,,,Male,Male
9.78148E+12,,"What 'Isa ibn Hisham Told Us, or, A Period of Time: Volume Two",Muhammad,al-Muwaylihi,Roger,Allen,Library of Arabic Literature,Fiction,40,Jul,2015,Arabic,Egypt,,,Male,Male
9.78082E+12,,All Faces but Mine,Samih,Al-Qasim,Abdulwahid,Lu'lu'a,Syracuse University Press,Poetry,24.95,Oct,2015,Arabic,Palestine,,,Male,Male
9.78178E+12,,Monkey at the Window,Al-Saddiq,Al-Raddi,Sarah,Maguire,Bloodaxe,Poetry,25,Feb,2017,Arabic,Sudan,,Mark Ford;,Male,Both
9.78977E+12,,Dates on My Fingers,Muhsin,al-Ramli,Luke,Leafgren,American University at Cairo,Fiction,16.95,May,2014,Arabic,Iraq,,,Male,Male
9.78977E+12,,"East Winds, West Winds",Mahdi Issa,al-Saqr,Paul,Starkey,American University at Cairo,Fiction,24.95,May,2010,Arabic,Iraq,,,Male,Male
9.78161E+12,,Desert Sorrows,Tayseer,Al-Sboul,Nesreen,Akhtarkhavari,Michigan State University Press,Poetry,19.95,Apr,2015,Arabic,Jordan,,,Male,Female
9.78161E+12,,You as of Today My Homeland,Tayseer,al-Sboul,Nesreen,Akhtarkhavari,Michigan State University Press,Fiction,21.95,Jul,2016,Arabic,Jordan,,,Male,Female
9.78081E+12,,"Leg over Leg, Volume 1",Ahmad Faris,al-Shidyaq,Humphrey,Davies,Library of Arabic Literature,Fiction,35,Aug,2013,Arabic,Lebanon,,,Male,Male
9.78081E+12,,"Leg over Leg, Volume 2",Ahmad Faris,al-Shidyaq,Humphrey,Davies,Library of Arabic Literature,Fiction,35,Aug,2013,Arabic,Lebanon,,,Male,Male
9.78148E+12,,"Leg over Leg, Volume 3",Ahmad Faris,al-Shidyaq,Humphrey,Davies,Library of Arabic Literature,Fiction,40,Aug,2014,Arabic,Lebanon,,,Male,Male
9.78148E+12,,"Leg over Leg, Volume 4",Ahmad Faris,al-Shidyaq,Humphrey,Davies,Library of Arabic Literature,Fiction,40,Aug,2014,Arabic,Lebanon,,,Male,Male
9.78098E+12,,Diesel,Thani,Al-Suwaidi,William,Hutchins,Antibookclub,Fiction,15,Jul,2012,Arabic,United Arab Emirates,,,Male,Male
9.78977E+12,,Brooklyn Heights,Miral,al-Tahawy,Samah,Selim,American University at Cairo,Fiction,22.95,Jan,2012,Arabic,Egypt,,,Female,Female
9.78194E+12,,Tibetan Soul,,Alai,Karen,Gernant,MerwinAsia,Fiction,23,Jan,2012,Chinese,China,,Chen Zepink;,Male,Both
9.78194E+12,,Backstabbing in Beaujolais,Jean-Pierre,Alaux,Anne,Trager,Le French,Fiction,12.95,Nov,2015,French,France,Noel Balen;,,Male,Female
9.78194E+12,,Cognac Conspiracies,Jean-Pierre,Alaux,Sally,Pane,Le French,Fiction,12.95,Feb,2015,French,France,Noel Balen;,,Male,Female
9.78194E+12,,Deadly Tasting,Jean-Pierre,Alaux,Sally,Pane,Le French,Fiction,16.95,Oct,2014,French,France,Noel Balen;,,Male,Female
9.78194E+12,,Flambe in Armagnac,Jean-Pierre,Alaux,Anne,Trager,Le French,Fiction,12.95,Aug,2015,French,France,Noel Balen;,,Male,Female
9.78194E+12,,Grand Cru Heist,Jean-Pierre,Alaux,Anne,Trager,Le French,Fiction,12.95,Jun,2014,French,France,Noel Balen;,,Male,Female
9.78194E+12,,Late Harvest Havoc,Jean-Pierre,Alaux,Sally,Pane,Le French,Fiction,12.95,Dec,2015,French,France,Noel Balen;,,Male,Female
9.78194E+12,,Mayhem in Margaux,Jean-Pierre,Alaux,Sally,Pane,Le French,Fiction,12.95,May,2015,French,France,Noel Balen;,,Male,Female
9.78194E+12,,Montmartre Mysteries,Jean-Pierre,Alaux,Sally,Pane,Le French,Fiction,12.95,Sep,2015,French,France,Noel Balen;,,Male,Female
9.78194E+12,,Nightmare in Burgundy,Jean-Pierre,Alaux,Sally,Pane,Le French,Fiction,12.95,Jul,2014,French,France,Noel Balen;,,Male,Female
9.78099E+12,,Treachery in Bordeaux,Jean-Pierre,Alaux,Anne,Trager,Le French,Fiction,7.99,Mar,2014,French,France,,,Male,Female
9.7803E+12,,Globetrotter,David,Albahari,Ellen,Elias-Bursac,Yale University Press,Fiction,15,Aug,2014,Serbian,Serbia and Montenegro,,,Male,Female
9.78163E+12,,Learning Cyrillic,David,Albahari,Ellen,Elias-Bursac,Dalkey Archive,Fiction,15.95,Dec,2014,Serbian,Serbia and Montenegro,,,Male,Female
9.78015E+12,,Leeches,David,Albahari,Ellen,Elias-Bursac,Houghton Mifflin Harcourt,Fiction,24,Apr,2011,Serbian,Serbia and Montenegro,,,Male,Female
9.78194E+12,,Returnings,Rafael,Alberti,Carolyn,Tipton,White Pine,Poetry,18,Oct,2016,Spanish,Spain,,,Male,Female
9.78148E+12,,Hend and the Soldiers,Badriah,Albeshr,Sanna,Dhahir,University of Texas,Fiction,21.95,May,2017,Arabic,Saudi Arabia,,,Female,Female
9.78099E+12,,Poems of Consummation,Vicente,Aleixandre,Stephen,Kessler,Black Widow Press,Poetry,19,Feb,2013,Spanish,Spain,,,Male,Male
9.78146E+12,,Peeking at Peak Oil,Kjell,Aleklett,Michael,Lardelli,Springer,Nonfiction,34.95,Jun,2012,Swedish,Sweden,,,,
9.78159E+12,,Dove's Necklace,Raja,Alem,Katharine,Halls,Overlook,Fiction,27.95,Oct,2013,Arabic,Saudi Arabia,,,Female,Female
9.78185E+12,,Lion in Paris,Beatrice,Alemagna,Rae,Walker,Tate,Children's,19.95,Mar,2014,French,France,,,,
9.78188E+12,,Fish: A History of One Migration,Peter,Aleshkovsky,Nina,Shevchuk-Murray,Russian Information Services,Fiction,16,Sep,2010,Russian,Russia,,,Male,Female
9.78188E+12,,Stargorod,Peter,Aleshkovsky,Nina,Shevchuk-Murray,Russian Information Services,Fiction,16,Feb,2013,Russian,Russia,,,Male,Female
9.78572E+12,,Little Man,Liza,Alexandrova-Zorina,Melanie,Moore,Glas,Fiction,15,Apr,2014,Russian,Russia,,,Female,Female
9.78193E+12,,Night and Day,Pierre,Alferi,Kate,Campbell,Fence Books,Poetry,15,Nov,2012,French,France,,,Male,Female
9.78186E+12,,I Stared at the Night of the City,Bakhtiyar,Ali,Kareem,Abdulrahman,Garnet Publishing,Fiction,14.99,Jun,2016,Kurdish,Iraq,,,Male,Male
9.78159E+12,,Madonna in a Fur Coat,Sabahattin,Ali,Maureen,Freely,Other Press,Fiction,15.95,Oct,2017,Turkish,Turkey,,Alexander Dawe;,Male,Both
