ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,2,"93,430",302,"186,860",302,0,0,0,0,0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,"3,177,210","3,943","8,234,659","1,968",0,0,"21,474","7,917",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,3,"171,050",335,"342,099",335,0,0,0,0,0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,"3,177,210","3,943","8,234,659","1,968",0,0,"21,474","7,917",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,4,"234,442",324,"533,109",324,0,0,"2,691",877,0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,"3,177,210","3,943","8,234,659","1,968",0,0,"21,474","7,917",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,5,"396,362",335,"866,101",335,0,0,"2,855","1,221",0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,"3,177,210","3,943","8,234,659","1,968",0,0,"21,474","7,917",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,6,"319,611",324,"1,038,739",324,0,0,"3,267","1,172",0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,"3,177,210","3,943","8,234,659","1,968",0,0,"21,474","7,917",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,7,"594,272",335,"1,859,040",335,0,0,"2,821","1,414",0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,"3,177,210","3,943","8,234,659","1,968",0,0,"21,474","7,917",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,8,"437,313",335,"1,417,737",335,0,0,"4,607","1,271",0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,"3,177,210","3,943","8,234,659","1,968",0,0,"21,474","7,917",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,9,"343,696",324,"773,379",324,0,0,"3,298","1,479",0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,"3,177,210","3,943","8,234,659","1,968",0,0,"21,474","7,917",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,10,"253,640",335,"550,359",335,0,0,"1,916",477,0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,"3,177,210","3,943","8,234,659","1,968",0,0,"21,474","7,917",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,11,"144,881",324,"290,209",324,0,0,19,6,0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,"3,177,210","3,943","8,234,659","1,968",0,0,"21,474","7,917",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,12,"102,448",335,"204,897",335,0,0,0,0,0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,"3,177,210","3,943","8,234,659","1,968",0,0,"21,474","7,917",0,0,0
Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,1,0,0,0,0,0,0,0,0,0,0,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,"25,844",88,"1,424,902","20,492","8,249",258,"6,450",0,"32,128",852,"11,102"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,2,0,0,0,0,0,0,0,0,0,0,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,"25,844",88,"1,424,902","20,492","8,249",258,"6,450",0,"32,128",852,"11,102"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,3,0,0,0,0,0,0,0,0,0,0,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,"25,844",88,"1,424,902","20,492","8,249",258,"6,450",0,"32,128",852,"11,102"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,4,39,5,39,5,0,0,0,0,0,25,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,"25,844",88,"1,424,902","20,492","8,249",258,"6,450",0,"32,128",852,"11,102"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,5,"1,206",13,"60,728",13,41,0,405,0,"1,798",281,235,Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,"25,844",88,"1,424,902","20,492","8,249",258,"6,450",0,"32,128",852,"11,102"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,6,"5,247",16,"300,141",16,"1,976",40,"1,348",0,"6,482",270,"2,378",Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,"25,844",88,"1,424,902","20,492","8,249",258,"6,450",0,"32,128",852,"11,102"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,7,"8,335",17,"399,546",17,"2,674",144,"1,548",0,"7,284",38,"4,590",Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,"25,844",88,"1,424,902","20,492","8,249",258,"6,450",0,"32,128",852,"11,102"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,8,"7,513",22,"491,746",22,"2,757",60,"2,302",0,"11,558",132,"3,503",Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,"25,844",88,"1,424,902","20,492","8,249",258,"6,450",0,"32,128",852,"11,102"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,9,"3,272",11,"172,534",11,801,14,847,0,"5,006",82,396,Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,"25,844",88,"1,424,902","20,492","8,249",258,"6,450",0,"32,128",852,"11,102"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,10,232,4,168,4,0,0,0,0,0,24,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,"25,844",88,"1,424,902","20,492","8,249",258,"6,450",0,"32,128",852,"11,102"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,11,0,0,0,0,0,0,0,0,0,0,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,"25,844",88,"1,424,902","20,492","8,249",258,"6,450",0,"32,128",852,"11,102"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,12,0,0,0,0,0,0,0,0,0,0,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2021,"25,844",88,"1,424,902","20,492","8,249",258,"6,450",0,"32,128",852,"11,102"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,1,"229,995",900,"838,693",900,0,0,536,498,0,0,105,Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,"3,064,400","11,345","17,408,721","11,345",0,0,"198,248","75,690","14,916",0,"58,665"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,2,"285,687","1,094","1,747,211","1,094",0,0,"19,804","11,541","2,018",0,"3,537",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,"3,064,400","11,345","17,408,721","11,345",0,0,"198,248","75,690","14,916",0,"58,665"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,3,"375,049","1,377","2,375,810","1,377",0,0,"30,796","12,900","3,487",0,"7,848",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,"3,064,400","11,345","17,408,721","11,345",0,0,"198,248","75,690","14,916",0,"58,665"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,4,"383,735","1,384","2,345,499","1,384",0,0,"31,860","10,572","2,776",0,"8,042",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,"3,064,400","11,345","17,408,721","11,345",0,0,"198,248","75,690","14,916",0,"58,665"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,5,"285,611","1,029","1,779,099","1,029",0,0,"26,676","7,521",840,0,"6,256",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,"3,064,400","11,345","17,408,721","11,345",0,0,"198,248","75,690","14,916",0,"58,665"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,6,"181,050",684,"909,445",684,0,0,"9,044","1,758",263,0,"3,073",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,"3,064,400","11,345","17,408,721","11,345",0,0,"198,248","75,690","14,916",0,"58,665"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,7,"125,568",460,"558,046",460,0,0,"4,208",927,79,0,"1,670",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,"3,064,400","11,345","17,408,721","11,345",0,0,"198,248","75,690","14,916",0,"58,665"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,8,"123,163",470,"629,917",470,0,0,"6,720","1,011",86,0,"2,101",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,"3,064,400","11,345","17,408,721","11,345",0,0,"198,248","75,690","14,916",0,"58,665"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,9,"163,241",618,"941,372",618,0,0,"11,640","2,838",271,0,"3,807",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,"3,064,400","11,345","17,408,721","11,345",0,0,"198,248","75,690","14,916",0,"58,665"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,10,"213,088",754,"1,200,710",754,0,0,"12,208","2,961","1,638",0,"8,360",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,"3,064,400","11,345","17,408,721","11,345",0,0,"198,248","75,690","14,916",0,"58,665"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,11,"334,802","1,252","2,060,960","1,252",0,0,"25,120","10,758","2,406",0,"6,858",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,"3,064,400","11,345","17,408,721","11,345",0,0,"198,248","75,690","14,916",0,"58,665"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,12,"363,411","1,323","2,021,959","1,323",0,0,"19,636","12,405","1,052",0,"7,008",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,"3,064,400","11,345","17,408,721","11,345",0,0,"198,248","75,690","14,916",0,"58,665"
Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,1,0,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,"24,764","6,266","409,210","60,664","4,577",0,"2,585",0,"3,491",909,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,2,0,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,"24,764","6,266","409,210","60,664","4,577",0,"2,585",0,"3,491",909,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,3,0,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,"24,764","6,266","409,210","60,664","4,577",0,"2,585",0,"3,491",909,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,4,0,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,"24,764","6,266","409,210","60,664","4,577",0,"2,585",0,"3,491",909,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,5,149,59,"3,972",59,0,0,0,0,127,119,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,"24,764","6,266","409,210","60,664","4,577",0,"2,585",0,"3,491",909,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,6,"3,403",936,"70,107",936,"1,033",0,543,0,466,151,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,"24,764","6,266","409,210","60,664","4,577",0,"2,585",0,"3,491",909,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,7,"9,073","1,777","135,837","1,777","1,517",0,728,0,"1,071",242,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,"24,764","6,266","409,210","60,664","4,577",0,"2,585",0,"3,491",909,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,8,"7,547","2,131","121,935","2,131","1,280",0,712,0,"1,139",230,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,"24,764","6,266","409,210","60,664","4,577",0,"2,585",0,"3,491",909,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,9,"4,223","1,217","74,375","1,217",747,0,602,0,659,142,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,"24,764","6,266","409,210","60,664","4,577",0,"2,585",0,"3,491",909,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,10,369,146,"2,984",146,0,0,0,0,29,25,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,"24,764","6,266","409,210","60,664","4,577",0,"2,585",0,"3,491",909,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,11,0,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,"24,764","6,266","409,210","60,664","4,577",0,"2,585",0,"3,491",909,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,12,0,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2021,"24,764","6,266","409,210","60,664","4,577",0,"2,585",0,"3,491",909,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,1,31,0,839,0,0,0,0,0,0,0,37,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,2,23,0,348,0,0,0,0,0,0,0,14,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,3,38,0,707,0,0,0,0,0,0,0,30,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,4,13,0,490,0,0,0,0,0,0,0,22,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,5,"25,943",0,"98,841",0,0,0,0,0,2,0,24,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,6,"96,643",0,"332,917",0,0,0,86,0,0,0,135,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,7,"121,131",0,"428,072",0,0,0,290,0,8,0,138,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,8,"110,733",0,"388,923",0,0,0,266,0,16,0,167,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,9,"50,041",0,"163,542",0,0,0,52,0,6,0,26,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,10,"7,141",0,"14,282",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,11,6,0,132,0,0,0,0,0,0,0,6,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,12,39,0,780,0,0,0,0,0,0,0,33,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,1,"27,701","1,195","132,965","1,195",0,0,0,0,2,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,"562,918","23,976","18,024,668","95,904","26,593",0,"135,611","37,842","12,297",0,0
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,2,"21,653",751,"103,933",751,0,0,328,121,0,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,"562,918","23,976","18,024,668","95,904","26,593",0,"135,611","37,842","12,297",0,0
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,3,"18,571",999,"89,142",999,305,0,598,235,9,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,"562,918","23,976","18,024,668","95,904","26,593",0,"135,611","37,842","12,297",0,0
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,4,"37,148","1,263","1,352,192","1,263","2,618",0,"1,561",814,46,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,"562,918","23,976","18,024,668","95,904","26,593",0,"135,611","37,842","12,297",0,0
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,5,"82,199","1,654","2,992,033","1,654","3,431",0,"12,008","4,652","1,451",0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,"562,918","23,976","18,024,668","95,904","26,593",0,"135,611","37,842","12,297",0,0
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,6,"104,953","2,293","3,872,768","2,293","5,941",0,"27,303","10,780","2,584",0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,"562,918","23,976","18,024,668","95,904","26,593",0,"135,611","37,842","12,297",0,0
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,7,"117,408","4,807","4,332,362","4,807","5,773",0,"45,554","10,367","3,719",0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,"562,918","23,976","18,024,668","95,904","26,593",0,"135,611","37,842","12,297",0,0
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,8,"77,706","4,124","2,828,517","4,124","5,452",0,"33,571","6,974","2,531",0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,"562,918","23,976","18,024,668","95,904","26,593",0,"135,611","37,842","12,297",0,0
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,9,"23,595","3,063","858,846","3,063","3,073",0,"13,540","2,951","1,900",0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,"562,918","23,976","18,024,668","95,904","26,593",0,"135,611","37,842","12,297",0,0
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,10,"10,991",976,"400,074",976,0,0,178,172,0,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,"562,918","23,976","18,024,668","95,904","26,593",0,"135,611","37,842","12,297",0,0
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,11,"27,376","1,643","996,475","1,643",0,0,674,544,55,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,"562,918","23,976","18,024,668","95,904","26,593",0,"135,611","37,842","12,297",0,0
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,12,"13,617","1,208","65,361","1,208",0,0,296,232,0,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2021,"562,918","23,976","18,024,668","95,904","26,593",0,"135,611","37,842","12,297",0,0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,1,"1,100",700,"15,200",700,0,0,0,0,450,500,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,"11,540","6,530","170,096","192,880",0,0,0,0,"5,164","5,860",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,2,695,400,"12,380",400,0,0,0,0,400,400,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,"11,540","6,530","170,096","192,880",0,0,0,0,"5,164","5,860",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,3,764,450,"13,256",450,0,0,0,0,425,500,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,"11,540","6,530","170,096","192,880",0,0,0,0,"5,164","5,860",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,4,282,270,"4,704",270,0,0,0,0,149,300,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,"11,540","6,530","170,096","192,880",0,0,0,0,"5,164","5,860",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,5,272,270,"4,664",270,0,0,0,0,149,360,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,"11,540","6,530","170,096","192,880",0,0,0,0,"5,164","5,860",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,6,490,360,"6,760",360,0,0,0,0,200,480,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,"11,540","6,530","170,096","192,880",0,0,0,0,"5,164","5,860",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,7,612,450,"8,544",450,0,0,0,0,254,480,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,"11,540","6,530","170,096","192,880",0,0,0,0,"5,164","5,860",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,8,620,480,"8,768",480,0,0,0,0,262,240,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,"11,540","6,530","170,096","192,880",0,0,0,0,"5,164","5,860",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,9,"1,538",800,"24,152",800,0,0,0,0,750,400,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,"11,540","6,530","170,096","192,880",0,0,0,0,"5,164","5,860",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,10,"1,987",900,"25,948",900,0,0,0,0,750,750,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,"11,540","6,530","170,096","192,880",0,0,0,0,"5,164","5,860",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,11,"1,569",750,"23,076",750,0,0,0,0,700,"1,000",0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,"11,540","6,530","170,096","192,880",0,0,0,0,"5,164","5,860",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,12,"1,611",700,"22,644",700,0,0,0,0,675,450,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2021,"11,540","6,530","170,096","192,880",0,0,0,0,"5,164","5,860",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,1,0,0,0,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,"18,278","2,771","172,802","38,190",0,0,0,0,"6,054","1,484",139
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,2,0,0,0,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,"18,278","2,771","172,802","38,190",0,0,0,0,"6,054","1,484",139
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,3,0,0,0,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,"18,278","2,771","172,802","38,190",0,0,0,0,"6,054","1,484",139
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,4,0,0,0,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,"18,278","2,771","172,802","38,190",0,0,0,0,"6,054","1,484",139
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,5,231,55,"3,190",55,0,0,0,0,119,28,5,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,"18,278","2,771","172,802","38,190",0,0,0,0,"6,054","1,484",139
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,6,"4,461",612,"38,908",612,0,0,0,0,"1,328",317,35,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,"18,278","2,771","172,802","38,190",0,0,0,0,"6,054","1,484",139
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,7,"5,113",830,"50,662",830,0,0,0,0,"1,795",431,43,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,"18,278","2,771","172,802","38,190",0,0,0,0,"6,054","1,484",139
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,8,"5,715",888,"55,056",888,0,0,0,0,"1,946",485,37,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,"18,278","2,771","172,802","38,190",0,0,0,0,"6,054","1,484",139
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,9,"2,459",351,"24,322",351,0,0,0,0,866,223,16,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,"18,278","2,771","172,802","38,190",0,0,0,0,"6,054","1,484",139
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,10,299,35,664,35,0,0,0,0,0,0,3,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,"18,278","2,771","172,802","38,190",0,0,0,0,"6,054","1,484",139
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,11,0,0,0,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,"18,278","2,771","172,802","38,190",0,0,0,0,"6,054","1,484",139
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,12,0,0,0,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2021,"18,278","2,771","172,802","38,190",0,0,0,0,"6,054","1,484",139
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,1,"10,455",0,"69,618",0,0,0,72,174,82,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,"359,635",0,"3,753,786",0,"2,321","1,359","40,185","20,814","3,034",0,"8,286"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,2,"8,616",0,"61,398",0,0,0,66,297,99,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,"359,635",0,"3,753,786",0,"2,321","1,359","40,185","20,814","3,034",0,"8,286"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,3,"8,847",0,"60,369",0,0,0,36,270,41,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,"359,635",0,"3,753,786",0,"2,321","1,359","40,185","20,814","3,034",0,"8,286"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,4,"18,873",0,"127,497",0,0,0,195,357,127,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,"359,635",0,"3,753,786",0,"2,321","1,359","40,185","20,814","3,034",0,"8,286"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,5,"53,906",0,"458,190",0,0,0,"3,441","2,388",301,0,287,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,"359,635",0,"3,753,786",0,"2,321","1,359","40,185","20,814","3,034",0,"8,286"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,6,"105,549",0,"1,249,098",0,"1,045",465,"14,886","8,301","1,143",0,"3,484",Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,"359,635",0,"3,753,786",0,"2,321","1,359","40,185","20,814","3,034",0,"8,286"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,7,"120,113",0,"1,431,612",0,"1,276",894,"18,537","7,410","1,222",0,"4,515",Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2021,"359,635",0,"3,753,786",0,"2,321","1,359","40,185","20,814","3,034",0,"8,286"
